short10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.8942260742188,151.29798889160156,667.6737060546875,196.03182983398438,646.4136962890625,208.44261169433594,700.3856811523438,277.5383605957031,694.7418823242188,313.27996826171875,0.0,0.0,734.921142578125,274.67633056640625,668.1611938476562,373.1100769042969,644.1275634765625,379.31439208984375,682.0573120117188,520.2915649414062,617.24560546875,525.6807861328125,682.6812744140625,659.8433837890625,581.2763671875,660.6007080078125
short10,1,0,1,736.72412109375,166.59454345703125,745.07666015625,156.095947265625,0.0,0.0,757.39990234375,151.33169555664062,0.0,0.0,773.4276123046875,197.8379364013672,708.8267822265625,194.72317504882812,760.5616455078125,296.2627258300781,700.3370971679688,285.66229248046875,718.9366455078125,300.3880920410156,0.0,0.0,772.516357421875,357.6263122558594,728.2243041992188,357.9942932128906,771.87548828125,505.30877685546875,735.9041748046875,507.35272216796875,789.4407348632812,651.0475463867188,770.4630126953125,646.5357666015625
short10,1,1,0,0.0,0.0,0.0,0.0,711.7510986328125,157.52877807617188,0.0,0.0,691.3264770507812,157.0159912109375,661.4821166992188,203.69178771972656,643.3778076171875,215.36558532714844,0.0,0.0,680.2943725585938,320.7911376953125,0.0,0.0,732.3533325195312,279.56610107421875,662.8692016601562,373.6166687011719,643.000732421875,380.11566162109375,673.1549072265625,517.7262573242188,626.798828125,521.3214111328125,669.6463623046875,655.7913208007812,587.2213134765625,653.7445678710938
short10,1,1,1,720.1943359375,131.3805694580078,733.1715087890625,122.35487365722656,0.0,0.0,762.2246704101562,136.68157958984375,0.0,0.0,777.4404296875,196.30282592773438,717.0980834960938,191.83319091796875,758.2361450195312,304.1011657714844,0.0,0.0,0.0,0.0,0.0,0.0,775.7667236328125,359.4764404296875,733.623046875,359.525634765625,776.3029174804688,509.3770751953125,733.6917724609375,512.108642578125,786.2824096679688,655.5827026367188,770.9735717773438,653.9058837890625
short10,1,2,0,710.8910522460938,170.06341552734375,0.0,0.0,708.8116455078125,159.17626953125,0.0,0.0,683.1243896484375,160.5495147705078,666.9740600585938,205.5464324951172,638.7449340820312,218.2324981689453,0.0,0.0,670.6453247070312,328.4504699707031,0.0,0.0,726.64990234375,282.86004638671875,669.498291015625,374.1473388671875,643.6328735351562,380.9905090332031,678.2698974609375,520.88427734375,639.1190185546875,523.295166015625,667.6690063476562,658.2494506835938,591.9735107421875,656.53955078125
short10,1,2,1,718.43505859375,129.1412353515625,732.65576171875,121.03971862792969,0.0,0.0,764.0805053710938,137.49960327148438,0.0,0.0,772.2473754882812,198.67587280273438,720.749755859375,188.9532928466797,758.9859008789062,311.2315673828125,0.0,0.0,713.3975830078125,310.4231262207031,0.0,0.0,761.8630981445312,361.1658630371094,728.9667358398438,358.5669250488281,749.015380859375,515.0433349609375,743.28955078125,514.5426025390625,782.45263671875,660.8286743164062,783.1011352539062,655.6179809570312
short10,1,3,0,709.552734375,167.1189422607422,0.0,0.0,704.4144897460938,155.42864990234375,0.0,0.0,673.5794677734375,160.4708251953125,653.7374267578125,208.06063842773438,642.5692749023438,219.20565795898438,0.0,0.0,663.5746459960938,323.27557373046875,0.0,0.0,721.7317504882812,282.9197998046875,650.1456298828125,369.41937255859375,640.0501708984375,374.9960632324219,652.3025512695312,519.607666015625,635.281005859375,518.3382568359375,649.176025390625,658.4602661132812,589.87158203125,657.4387817382812
short10,1,3,1,716.239013671875,129.3773956298828,728.9024658203125,121.13009643554688,0.0,0.0,759.8925170898438,137.95960998535156,0.0,0.0,732.6328125,197.37911987304688,780.908935546875,188.91278076171875,689.72802734375,292.0665283203125,0.0,0.0,0.0,0.0,0.0,0.0,737.7136840820312,361.7013244628906,769.6292114257812,356.9582214355469,724.5157470703125,512.365234375,764.572998046875,514.6839599609375,771.9601440429688,656.9091186523438,782.5073852539062,649.4957885742188
short10,1,4,0,707.6058959960938,165.85177612304688,0.0,0.0,701.4464111328125,154.67100524902344,0.0,0.0,668.84619140625,159.61477661132812,647.3441162109375,206.24862670898438,642.9736328125,216.34130859375,0.0,0.0,667.45458984375,318.5755310058594,0.0,0.0,722.7647705078125,283.123779296875,650.4755859375,370.0322265625,644.0921020507812,374.88232421875,659.7561645507812,520.3121337890625,646.4575805664062,515.5498657226562,642.658447265625,657.0242919921875,580.6039428710938,648.73193359375
short10,1,4,1,714.4217529296875,135.85003662109375,724.818603515625,126.0938720703125,0.0,0.0,752.4819946289062,137.86505126953125,0.0,0.0,728.3908081054688,198.25189208984375,786.071044921875,191.7825927734375,686.969482421875,274.09503173828125,0.0,0.0,0.0,0.0,0.0,0.0,737.5628662109375,357.4139404296875,776.6512451171875,353.7044372558594,730.5652465820312,508.66473388671875,769.3656005859375,508.6728515625,771.8216552734375,650.8037719726562,780.650390625,647.4761962890625
